Organisational Family,Organisation,Category,Service Type, Price 
Cabinet Office,Commission for the Compact,Operational Goods,Animal Related Goods, £-   
Cabinet Office,Commission for the Compact,Operational Goods,Art & Exhibits, £-   
Cabinet Office,Commission for the Compact,Operational Goods,Clothing, £-   
Cabinet Office,Commission for the Compact,Operational Goods,Domestic Goods, £-   
Cabinet Office,Commission for the Compact,Operational Goods,Environmental Materials, £-   
Cabinet Office,Commission for the Compact,Operational Goods,Learning & Development Materials, £-   
Cabinet Office,Commission for the Compact,Operational Goods,Non-Catering Vending Machines, £-   
Cabinet Office,Commission for the Compact,Operational Goods,Uncategorised, £-   
Cabinet Office,Commission for the Compact,Engineering Goods,Industrial, £-   
Cabinet Office,Commission for the Compact,Engineering Goods,Non-Medical Chemicals, £-   
Cabinet Office,Commission for the Compact,Engineering Goods,Tools, £-   
Cabinet Office,Commission for the Compact,Engineering Goods,Uncategorised, £-   
Cabinet Office,Commission for the Compact,Waste Management,Waste Management Materials, £-   
Cabinet Office,Commission for the Compact,Waste Management,Waste Management Services, £-   
Cabinet Office,Commission for the Compact,Waste Management,Uncategorised, £-   
Charity Commission,Charity Commission,Professional Services Other,Clinical Support Services, £-   
Charity Commission,Charity Commission,Professional Services Other,Environmental Services, £-   
Charity Commission,Charity Commission,Professional Services Other,Financial Services," £65,465 "
Charity Commission,Charity Commission,Professional Services Other,Interpretation & Translation Services," £54,025 "
Charity Commission,Charity Commission,Professional Services Other,Learning & Development Services," £373,403 "
Charity Commission,Charity Commission,Professional Services Other,Legal Services," £137,279 "
Charity Commission,Charity Commission,Professional Services Other,Operational Services," £173,495 "
Charity Commission,Charity Commission,Professional Services Other,Technical Services, £-   
Charity Commission,Charity Commission,Professional Services Other,Uncategorised, £-   
Charity Commission,Charity Commission,Professional Services Temporary Staff,Admin & Clerical," £100,853 "
Charity Commission,Charity Commission,Professional Services Temporary Staff,Interim Managers," £97,408 "
Charity Commission,Charity Commission,Professional Services Temporary Staff,Specialist Contractors," £303,157 "
Charity Commission,Charity Commission,Professional Services Temporary Staff,Uncategorised, £-   
Charity Commission,Charity Commission,Professional Services Consultancy,Finance Consultancy," £4,348 "
Charity Commission,Charity Commission,Professional Services Consultancy,"Human Resource, Training & Education Consultancy"," £151,508 "
Charity Commission,Charity Commission,Professional Services Consultancy,IT/IS Consultancy," £250,047 "
Charity Commission,Charity Commission,Professional Services Consultancy,Legal Consultancy, £-   
Charity Commission,Charity Commission,Professional Services Consultancy,Marketing & Communications Consultancy, £-   
Charity Commission,Charity Commission,Professional Services Consultancy,Org & Change Management Consultancy," £94,155 "
Charity Commission,Charity Commission,Professional Services Consultancy,PPM Consultancy, £-   
Charity Commission,Charity Commission,Professional Services Consultancy,Procurement Consultancy, £-   
Charity Commission,Charity Commission,Professional Services Consultancy,Property & Construction Consultancy," £160,558 "
Charity Commission,Charity Commission,Professional Services Consultancy,Strategy Consultancy, £-   
Charity Commission,Charity Commission,Professional Services Consultancy,Technical Consultancy, £-   
Charity Commission,Charity Commission,Professional Services Consultancy,Uncategorised, £-   
Charity Commission,Charity Commission,Personnel Related,Events Admissions," £140,328 "
Charity Commission,Charity Commission,Personnel Related,Staff Childcare, £154 
Charity Commission,Charity Commission,Personnel Related,Staff Health & Safety, £-   
Charity Commission,Charity Commission,Personnel Related,Staff Medical Care," £4,622 "
Charity Commission,Charity Commission,Personnel Related,Staff Relocation, £-   
Charity Commission,Charity Commission,Personnel Related,Staff Subscriptions," £233,462 "
Charity Commission,Charity Commission,Personnel Related,Uncategorised, £-   
Charity Commission,Charity Commission,Social Care,Adult Social Care, £-   
Charity Commission,Charity Commission,Social Care,Child Social Care, £-   
Charity Commission,Charity Commission,Social Care,Educational Programmes, £-   
Charity Commission,Charity Commission,Social Care,Emergency Services, £-   
Charity Commission,Charity Commission,Social Care,Entertainment Services, £-   
Charity Commission,Charity Commission,Social Care,Legal Aid, £-   
Charity Commission,Charity Commission,Social Care,Operation of Custodial Facilities, £-   
Charity Commission,Charity Commission,Social Care,Transport Provision, £-   
Charity Commission,Charity Commission,Social Care,Welfare to Work, £-   
Charity Commission,Charity Commission,Social Care,World Programmes, £-   
Charity Commission,Charity Commission,Social Care,Uncategorised, £-   
Charity Commission,Charity Commission,Marketing & Media,Advertising," £331,982 "
Charity Commission,Charity Commission,Marketing & Media,Marketing," £34,904 "
Charity Commission,Charity Commission,Marketing & Media,Promotion, £-   
Charity Commission,Charity Commission,Marketing & Media,Uncategorised, £-   
Charity Commission,Charity Commission,Facilities,Accommodation Services," £76,831 "
Charity Commission,Charity Commission,Facilities,Building Management," £4,285,071 "
Charity Commission,Charity Commission,Facilities,Catering, £-   
Charity Commission,Charity Commission,Facilities,Cleaning," £72,472 "
Charity Commission,Charity Commission,Facilities,Food," £38,142 "
Charity Commission,Charity Commission,Facilities,Office Furniture," £60,852 "
Charity Commission,Charity Commission,Facilities,Security," £65,442 "
Charity Commission,Charity Commission,Facilities,Uncategorised, £-   
Charity Commission,Charity Commission,Clinical & Medical,Drugs & Biologicals, £-   
Charity Commission,Charity Commission,Clinical & Medical,Medical & Surgical Consumables, £-   
Charity Commission,Charity Commission,Clinical & Medical,Medical & Surgical Equipment, £-   
Charity Commission,Charity Commission,Clinical & Medical,Pathology, £-   
Charity Commission,Charity Commission,Clinical & Medical,Patients Appliances, £-   
Charity Commission,Charity Commission,Clinical & Medical,Radiological & Diagnostic, £-   
Charity Commission,Charity Commission,Clinical & Medical,Uncategorised, £-   
Charity Commission,Charity Commission,Office Solutions,Office Consumables," £85,481 "
Charity Commission,Charity Commission,Office Solutions,Office Machines, £937 
Charity Commission,Charity Commission,Office Solutions,Office Services," £427,527 "
Charity Commission,Charity Commission,Office Solutions,Office Supplies," £67,304 "
Charity Commission,Charity Commission,Office Solutions,Post & Courier," £132,885 "
Charity Commission,Charity Commission,Office Solutions,Print," £233,778 "
Charity Commission,Charity Commission,Office Solutions,Records Storage," £103,330 "
Charity Commission,Charity Commission,Office Solutions,Reprographics," £1,682 "
Charity Commission,Charity Commission,Office Solutions,Uncategorised, £-   
Charity Commission,Charity Commission,Construction,Building Repair & Maintenance, £-   
Charity Commission,Charity Commission,Construction,Construction Service Providers, £-   
Charity Commission,Charity Commission,Construction,Construction Supplies, £-   
Charity Commission,Charity Commission,Construction,Design & Build, £-   
Charity Commission,Charity Commission,Construction,Main Contractors, £-   
Charity Commission,Charity Commission,Construction,Prime Contractors, £-   
Charity Commission,Charity Commission,Construction,Uncategorised, £-   
Charity Commission,Charity Commission,ICT,Hardware," £700,038 "
Charity Commission,Charity Commission,ICT,Maintenance & Support," £599,047 "
Charity Commission,Charity Commission,ICT,Managed / Outsourced Services," £1,608,199 "
Charity Commission,Charity Commission,ICT,Networking," £139,155 "
Charity Commission,Charity Commission,ICT,Software," £439,984 "
Charity Commission,Charity Commission,ICT,Systems Delivery, £-   
Charity Commission,Charity Commission,ICT,Telecoms," £336,979 "
Charity Commission,Charity Commission,ICT,Uncategorised, £-   
Charity Commission,Charity Commission,Logistics,Transport, £-   
Charity Commission,Charity Commission,Logistics,Warehousing & Storage, £-   
Charity Commission,Charity Commission,Logistics,Uncategorised, £-   
Charity Commission,Charity Commission,Travel,Air, £-   
Charity Commission,Charity Commission,Travel,Booking Services, £-   
Charity Commission,Charity Commission,Travel,Coach, £-   
Charity Commission,Charity Commission,Travel,Events Organisation," £104,091 "
Charity Commission,Charity Commission,Travel,Ferry, £-   
Charity Commission,Charity Commission,Travel,Hotels," £161,887 "
Charity Commission,Charity Commission,Travel,Rail," £374,764 "
Charity Commission,Charity Commission,Travel,Taxi," £9,939 "
Charity Commission,Charity Commission,Travel,Vehicle Hire," £18,086 "
Charity Commission,Charity Commission,Travel,Uncategorised, £-   
Charity Commission,Charity Commission,Defence,Airborne Goods and Services, £-   
Charity Commission,Charity Commission,Defence,Marine Goods and Services, £-   
Charity Commission,Charity Commission,Defence,Military Systems, £-   
Charity Commission,Charity Commission,Defence,Munitions, £-   
Charity Commission,Charity Commission,Defence,Wheeled / Tracked Goods and Services, £-   
Charity Commission,Charity Commission,Defence,Uncategorised, £-   
Charity Commission,Charity Commission,Energy & Utilities,Electricity," £71,214 "
Charity Commission,Charity Commission,Energy & Utilities,Gas," £39,280 "
Charity Commission,Charity Commission,Energy & Utilities,Solid Fuels, £-   
Charity Commission,Charity Commission,Energy & Utilities,Water," £9,551 "
Charity Commission,Charity Commission,Energy & Utilities,Uncategorised, £-   
Charity Commission,Charity Commission,Fuels Lubricants & Gases,Fuels, £-   
Charity Commission,Charity Commission,Fuels Lubricants & Gases,Gases, £-   
Charity Commission,Charity Commission,Fuels Lubricants & Gases,Lubricants, £-   
Charity Commission,Charity Commission,Fuels Lubricants & Gases,Uncategorised, £-   
Charity Commission,Charity Commission,Vehicles,Fleet Management, £695 
Charity Commission,Charity Commission,Vehicles,Leasing, £-   
Charity Commission,Charity Commission,Vehicles,Purchase, £-   
Charity Commission,Charity Commission,Vehicles,Vehicle Disposal, £-   
Charity Commission,Charity Commission,Vehicles,Vehicle Maintenance, £-   
Charity Commission,Charity Commission,Vehicles,Uncategorised, £-   
Charity Commission,Charity Commission,Operational Goods,Animal Related Goods, £-   
Charity Commission,Charity Commission,Operational Goods,Art & Exhibits, £-   
Charity Commission,Charity Commission,Operational Goods,Clothing, £351 
Charity Commission,Charity Commission,Operational Goods,Domestic Goods, £-   
Charity Commission,Charity Commission,Operational Goods,Environmental Materials, £-   
Charity Commission,Charity Commission,Operational Goods,Learning & Development Materials," £59,312 "
Charity Commission,Charity Commission,Operational Goods,Non-Catering Vending Machines, £-   
Charity Commission,Charity Commission,Operational Goods,Uncategorised, £-   
Charity Commission,Charity Commission,Engineering Goods,Industrial, £-   
Charity Commission,Charity Commission,Engineering Goods,Non-Medical Chemicals, £-   
Charity Commission,Charity Commission,Engineering Goods,Tools, £-   
Charity Commission,Charity Commission,Engineering Goods,Uncategorised, £-   
Charity Commission,Charity Commission,Waste Management,Waste Management Materials, £-   
Charity Commission,Charity Commission,Waste Management,Waste Management Services, £-   
Charity Commission,Charity Commission,Waste Management,Uncategorised, £-   
Communities and Local Government,Audit Commission,Professional Services Other,Clinical Support Services," £219,738 "
Communities and Local Government,Audit Commission,Professional Services Other,Environmental Services," £65,418 "
Communities and Local Government,Audit Commission,Professional Services Other,Financial Services," £2,900,220 "
Communities and Local Government,Audit Commission,Professional Services Other,Interpretation & Translation Services," £8,711 "
Communities and Local Government,Audit Commission,Professional Services Other,Learning & Development Services," £1,709,159 "
Communities and Local Government,Audit Commission,Professional Services Other,Legal Services," £474,626 "
Communities and Local Government,Audit Commission,Professional Services Other,Operational Services," £296,281 "
Communities and Local Government,Audit Commission,Professional Services Other,Technical Services," £14,050 "
Communities and Local Government,Audit Commission,Professional Services Other,Uncategorised, £-   
Communities and Local Government,Audit Commission,Professional Services Temporary Staff,Admin & Clerical," £8,832,991 "
Communities and Local Government,Audit Commission,Professional Services Temporary Staff,Interim Managers, £-   
